id_athlete,last_name,first_name,id_team,team_name
217699.0,LIMARDO,Francisco,9839,Venezuela
217765.0,POLIKARPOVA,Ksenia,10817,Israel
217768.0,JARGALSAIKHAN,Chuluunbat,8817,Mongolia
217774.0,POSTIGOS,Juan,9415,Peru
217855.0,POCHTAREV,Artem,14582,Ukraine
217856.0,PEREIRA,Andy,15977,Cuba
217989.0,MUKI,Sagi,11985,Israel
218142.0,EMBRICH,Irina,10077,Estonia
218153.0,MICHEL,Nataly,10093,Mexico
218338.0,MÜLLENBERG,Peter,15965,Netherlands
218360.0,ROUZBAHANI,Ehsan,14599,Iran
218637.0,SEVASTOVA,Anastasija,17473,Latvia
218695.0,ZOIROV,Shakhobidin,10259,Uzbekistan
218728.0,IMRE,Géza,8826,Hungary
219120.0,CAMPOS,Jorge,15977,Cuba
219352.0,CORNET,Alizé,10472,France
219532.0,ELIAS,Gastão,17471,Portugal
219579.0,CARABALLO,Erwin,15998,Venezuela
219892.0,LEBEDEV,Victor,14603,Russia
220074.0,TRAJDOS,Martyna,9851,Germany
220115.0,BAUDERLIQUE,Mathieu,15333,France
220122.0,KHALIL,Safwan,8776,Australia
220130.0,CADOT,Jeremy,11154,France
220185.0,LELEYKO,Olga,10689,Ukraine
220439.0,SINTES,Victor,10690,Algeria
220445.0,GWEND,Edwige,10221,Italy
220540.0,SHKARA,Hayder,8776,Australia
220760.0,SOUSA,João,17471,Portugal
220919.0,NABI,Heiki,10258,Estonia
220953.0,GRZYBOWSKA-FRANC,Katarzyna,10102,Poland
221092.0,SORONZONBOLD,Battsetseg,8817,Mongolia
221315.0,MARÍN,Carolina,12404,Spain
221467.0,GOLUBIC,Viktorija,10479,Switzerland
221562.0,JABLONSKYTE,Sandra,15945,Lithuania
221734.0,KHELFAOUI,Anissa,10690,Algeria
221880.0,VEGA,Paulina,11131,Chile
222057.0,GROTH,Sam,10475,Australia
222081.0,KRUNIC,Aleksandra,18207,Serbia
222527.0,PACEK,Robin,11130,Sweden
222695.0,PERENC,Agata,11166,Poland
222701.0,DE VILLIERS,Moira,9865,New Zealand
222712.0,RENTERÍA,Jackeline,10250,Colombia
222752.0,SICCARDI,Yann,15696,Monaco
222875.0,VANGELOV,Georgi,15328,Bulgaria
222910.0,KITADAI,Felipe,11177,Brazil
223035.0,PARTYKA,Natalia,10102,Poland
223047.0,HALSTED,Laurence,8767,Great Britain
223317.0,AGUIAR,Mayra,11177,Brazil
223416.0,MILED,Houda,12018,Tunisia
223495.0,BESTAEV,Otar,15976,Kyrgyzstan
223501.0,SAIDOV,Renat,9846,Russia
223517.0,BLOSHENKO,Artem,11988,Ukraine
223707.0,VARGAS KOCH,Laura,9851,Germany
223713.0,GRIGORJEVA,Anastasija,15346,Latvia
223736.0,JOPPICH,Peter,11960,Germany
224329.0,ESPINOZA,María,10091,Mexico
224512.0,CHAINE,Guillaume,11142,France
224604.0,POPOV,Ivan,9395,Australia
224856.0,LANSAC,Delphine,14571,France
224922.0,PUTINTSEVA,Yulia,10486,Kazakhstan
224925.0,KULYNYCZ,Arkadiusz,10249,Poland
225151.0,PARETO,Paula,12010,Argentina
225427.0,KISS,Balázs,10255,Hungary
225572.0,BUZARNESCU,Mihaela,17475,Romania
225628.0,SUNG,Ji-Hyun,10075,Republic of Korea
